gene_id,SRR2085160,SRR2085161,SRR2085162,SRR2085163,SRR2085164,SRR2085165
ENSG00000238482,0,0,0,0,0,0
ENSG00000117614,465,602,621,1365,1080,1048
ENSG00000204178,479,733,593,1208,1117,888
ENSG00000117616,220,865,1244,921,1721,1034
ENSG00000261349,0,6,6,10,9,11
ENSG00000187010,3,0,6,3,9,5
ENSG00000259984,0,0,0,0,1,0
ENSG00000183726,980,1038,1081,3803,3557,3388
ENSG00000252515,0,0,0,4,0,0
ENSG00000238889,0,0,0,2,0,0
ENSG00000188672,0,8,23,7,9,0
ENSG00000266468,0,0,0,0,0,0
ENSG00000272432,2,4,9,0,4,1
ENSG00000224183,3,5,2,11,4,4
ENSG00000238084,5,8,5,19,6,7
ENSG00000236528,0,0,0,0,0,0
ENSG00000182749,53,42,32,2374,2193,2125
ENSG00000157978,856,1092,1141,1969,1697,1631
ENSG00000117643,40,121,104,0,7,0
ENSG00000233478,0,0,0,0,0,0
ENSG00000162430,2340,3625,3361,7082,7027,6209
ENSG00000255054,0,3,0,0,0,0
ENSG00000228172,7,5,0,0,3,6
ENSG00000117640,1115,1220,1194,1004,1134,974
ENSG00000127423,185,336,284,596,275,433
ENSG00000225643,7,6,0,0,5,0
ENSG00000223474,8,44,27,7,13,6
ENSG00000272478,1,0,0,3,1,0
ENSG00000158008,27,32,15,5,0,5
ENSG00000158014,28,6,9,0,0,0
ENSG00000117632,3359,7492,6787,10363,6775,7118
ENSG00000229786,0,0,0,0,0,2
ENSG00000223624,0,0,0,2,0,0
ENSG00000264021,1,1,1,1,1,1
ENSG00000207237,0,0,0,0,0,0
ENSG00000158006,425,478,533,1031,790,832
ENSG00000158022,18,3,0,0,0,0
ENSG00000175087,250,360,387,258,235,200
ENSG00000142684,207,317,242,864,545,605
ENSG00000236782,4,4,10,6,8,3
ENSG00000142675,384,521,514,1151,1107,1168
ENSG00000176092,73,98,59,557,656,746
ENSG00000265143,0,0,0,0,0,0
ENSG00000225854,4,0,0,3,10,3
ENSG00000236155,0,0,0,0,3,0
ENSG00000130695,663,1161,1146,1199,981,1063
ENSG00000270733,0,0,4,1,0,3
ENSG00000158062,342,556,617,628,364,511
ENSG00000169442,0,0,0,0,0,0
ENSG00000142669,1321,1435,1104,14537,16334,13716
ENSG00000131914,0,0,0,0,0,0
ENSG00000117682,712,892,898,2089,1824,1734
ENSG00000198830,4328,7036,6305,15405,8827,10663
ENSG00000223583,3,0,3,3,5,4
ENSG00000225891,4,7,1,4,3,4
ENSG00000175793,32,26,8,70228,53630,54497
ENSG00000224129,0,0,6,0,0,0
ENSG00000117676,2116,2520,2308,6925,6331,5685
ENSG00000238705,0,0,0,0,1,0
ENSG00000243905,0,0,0,0,0,0
ENSG00000252802,0,0,0,0,0,0
ENSG00000229247,0,0,0,0,0,1
ENSG00000238316,0,0,0,0,0,0
ENSG00000235069,0,0,0,0,0,1
ENSG00000117713,2590,5047,4441,3972,4552,4460
ENSG00000266138,0,0,4,0,0,0
ENSG00000060642,721,1011,904,617,675,478
ENSG00000204160,525,682,642,1264,1240,1024
ENSG00000260063,60,104,59,24,7,24
ENSG00000241188,2,0,0,2,0,0
ENSG00000172746,0,0,1,0,0,0
ENSG00000158246,0,7,0,124,156,92
ENSG00000253368,337,391,302,3062,2278,2150
ENSG00000226698,0,0,0,0,0,0
ENSG00000142751,899,1147,1145,1823,1084,1408
ENSG00000198746,312,461,423,579,323,467
ENSG00000090273,4684,6208,5954,8927,4035,5563
ENSG00000131910,5,0,0,9,2,0
ENSG00000175707,542,890,676,1087,886,924
ENSG00000225159,48,94,53,246,83,144
ENSG00000090020,2108,2502,2930,5170,5819,4467
ENSG00000142784,1175,2029,1671,1311,1799,1472
ENSG00000252098,0,0,0,0,0,0
ENSG00000186501,1298,1553,1635,1710,1278,1499
ENSG00000206888,1,7,1,3,5,2
ENSG00000241547,7,18,25,6,15,17
ENSG00000142765,738,1409,1126,1064,2317,1039
ENSG00000142748,0,13,11,9,4,6
ENSG00000231207,0,0,0,0,0,0
ENSG00000174950,32,58,49,42,96,59
ENSG00000181773,16,9,7,88,59,135
ENSG00000142733,829,1288,925,1268,2012,1504
ENSG00000235912,5,9,5,28,13,16
ENSG00000126709,108,134,70,111,558,97
ENSG00000225886,0,0,0,0,4,0
ENSG00000126705,378,847,519,1057,1207,1034
ENSG00000158195,2976,6440,5508,6635,10517,6886
ENSG00000241169,0,0,0,0,0,0
ENSG00000009780,343,330,376,337,338,323
ENSG00000231344,8,3,4,6,4,2
ENSG00000230833,2,2,0,0,5,0
ENSG00000117758,1220,1564,1389,1476,1491,1301
ENSG00000269971,4,0,0,0,0,2
ENSG00000270031,2,3,6,0,2,4
ENSG00000130775,0,10,10,181,156,242
ENSG00000117751,1629,2404,2587,2684,1681,2284
ENSG00000252947,0,0,5,0,0,3
ENSG00000268552,0,0,0,0,0,0
ENSG00000117748,1401,2119,1928,2247,777,1494
ENSG00000130768,684,1051,875,217,136,240
ENSG00000227050,0,0,5,0,0,0
ENSG00000158156,309,339,316,347,211,262
ENSG00000158161,811,1231,1491,1681,1045,1392
ENSG00000238231,2,0,2,0,2,3
ENSG00000240750,4,2,0,2,2,0
ENSG00000228589,394,518,465,771,471,555
ENSG00000162419,878,1044,860,1076,706,864
ENSG00000252777,0,0,0,0,0,0
ENSG00000198492,3258,4428,4089,4519,3067,3863
ENSG00000225750,0,0,0,0,0,0
ENSG00000253005,0,0,0,0,0,0
ENSG00000252429,0,0,0,0,0,1
ENSG00000169403,6,10,5,1816,2259,2010
ENSG00000126698,2644,3918,3933,4668,3044,3545
ENSG00000269804,0,0,0,0,0,0
ENSG00000271398,0,6,8,3,2,5
ENSG00000130772,601,848,920,1230,527,839
ENSG00000206779,0,0,0,0,0,0
ENSG00000180198,3394,6440,6100,7179,2670,4645
ENSG00000180098,575,659,723,758,559,691
ENSG00000197989,360,660,620,1252,639,1216
ENSG00000188060,4,6,13,21,26,28
ENSG00000215902,1,2,2,2,1,2
ENSG00000130770,3822,5588,4800,3145,2655,2433
ENSG00000270605,106,213,196,50,43,58
ENSG00000130766,645,1007,1527,1155,5720,1108
ENSG00000204138,1396,2196,1856,1907,1893,2025
ENSG00000229820,2,0,2,0,0,0
ENSG00000221216,3,0,0,2,2,0
ENSG00000242125,4047,3748,3771,2475,2150,2754
ENSG00000200087,93,42,31,60,62,69
ENSG00000238821,2,1,3,1,0,0
ENSG00000231468,11,11,20,7,0,6
ENSG00000221539,7,10,7,24,10,17
ENSG00000120656,702,989,976,1295,899,886
ENSG00000229388,43,58,50,0,6,0
ENSG00000270103,10,6,4,5,0,2
ENSG00000226852,0,0,8,0,0,0
ENSG00000233427,0,0,0,0,7,0
ENSG00000199756,0,0,0,0,0,0
ENSG00000159023,2245,4165,3391,1106,1271,1271
ENSG00000206704,0,0,0,0,0,0
ENSG00000253304,6,0,0,117,18,77
ENSG00000225616,1,1,1,2,2,1
ENSG00000116350,2101,2900,2909,4720,3523,3706
ENSG00000227637,0,3,0,0,0,0
ENSG00000116353,712,1034,826,1173,950,896
ENSG00000237934,0,2,6,0,0,0
ENSG00000225011,0,0,0,0,0,0
ENSG00000230523,4,0,3,0,0,0
ENSG00000162511,3,2,0,117,47,88
ENSG00000264773,0,0,0,0,0,0
ENSG00000162510,7,2,4,0,5,8
ENSG00000186056,64,137,130,18,79,33
ENSG00000060656,862,1509,1026,2002,2163,1866
ENSG00000221550,0,1,0,0,0,0
ENSG00000223382,34,31,36,0,0,3
ENSG00000222784,0,0,0,0,0,0
ENSG00000235143,0,0,0,0,0,0
ENSG00000162512,2339,2941,2378,1078,1577,1594
ENSG00000134644,2378,4808,4236,4332,4302,4164
ENSG00000200181,0,0,1,0,0,0
ENSG00000232768,0,0,0,1,0,0
ENSG00000200154,3,10,5,2,6,8
ENSG00000202107,3,9,6,2,7,7
ENSG00000237329,3,4,1,0,0,0
ENSG00000084628,10,12,3,0,5,7
ENSG00000121766,1006,1296,1376,1970,1637,1496
ENSG00000121769,8,26,43,24,20,10
ENSG00000060688,1689,2504,2264,2679,1592,1860
ENSG00000229447,11,15,20,0,4,8
ENSG00000229044,2,0,0,1,0,0
ENSG00000215899,1,1,1,3,2,0
ENSG00000229167,0,0,0,31,0,18
ENSG00000142910,31,44,37,29872,17166,23027
ENSG00000168528,3406,4136,3958,21260,22570,19673
ENSG00000268950,2,6,3,28,64,34
ENSG00000254545,0,0,0,3,4,7
ENSG00000134668,0,3,9,501,550,794
ENSG00000121753,64,63,24,56,119,49
ENSG00000266580,0,2,0,0,0,0
ENSG00000121764,5,1,3,2,3,0
ENSG00000162517,1877,2425,2388,4328,3094,3167
ENSG00000235790,0,1,3,14,63,22
ENSG00000264078,0,0,0,2,0,0
ENSG00000084636,78,104,118,6164,8931,5493
ENSG00000203620,0,0,0,0,0,0
ENSG00000184007,3547,4474,4424,7453,6906,5445
ENSG00000228634,0,3,1,0,2,0
ENSG00000269967,2,5,5,7,3,0
ENSG00000212673,5,8,1,10,13,12
ENSG00000234512,2,3,0,0,0,0
ENSG00000121903,124,313,254,207,202,197
ENSG00000184389,0,0,0,0,0,0
ENSG00000225313,18,25,34,44,96,83
ENSG00000134686,1761,2320,2240,5841,5606,4741
ENSG00000233246,0,6,7,0,0,0
ENSG00000266239,2,5,3,2,11,6
ENSG00000222112,4,4,6,10,29,22
ENSG00000163866,1153,1421,1222,1843,1340,1576
ENSG00000189280,0,0,0,2951,2612,2503
ENSG00000189433,0,0,0,711,1298,638
ENSG00000255811,0,0,0,0,0,0
ENSG00000216162,0,0,0,0,0,0
ENSG00000188910,3,0,0,6102,6343,4809
ENSG00000187513,0,0,0,7,3,11
ENSG00000230163,47,43,45,36,32,33
ENSG00000116544,0,0,0,5,0,0
ENSG00000252728,0,0,0,0,0,0
ENSG00000241014,47,45,67,46,116,54
ENSG00000163867,735,1191,1073,817,1161,1011
ENSG00000271741,93,228,109,288,219,143
ENSG00000243749,71,48,68,185,339,290
ENSG00000197056,638,1144,889,1149,754,1064
ENSG00000116560,7899,13255,12947,18001,12490,14385
ENSG00000201868,0,0,0,0,0,0
ENSG00000263591,0,0,0,0,0,0
ENSG00000146463,1693,2885,2792,2561,2663,2121
ENSG00000240374,0,0,0,0,0,0
ENSG00000201542,0,0,0,0,0,0
ENSG00000227409,0,0,0,1,0,0
ENSG00000229994,22,15,5,59,19,42
ENSG00000239636,0,7,8,0,0,0
ENSG00000116819,77,60,55,22,18,19
ENSG00000203325,0,0,0,0,4,0
ENSG00000121775,315,536,541,703,571,484
ENSG00000266203,0,1,0,0,0,0
ENSG00000025800,2186,3074,2726,5553,4239,4297
ENSG00000250135,0,1,0,0,0,2
ENSG00000160050,210,314,202,215,168,149
ENSG00000160051,240,339,312,217,158,175
ENSG00000222046,26,32,10,0,0,0
ENSG00000160055,191,299,377,440,695,457
ENSG00000084623,11192,11151,10972,15204,10214,11336
ENSG00000220785,16,26,15,32,31,29
ENSG00000182866,51,38,30,35,46,19
ENSG00000252450,0,0,0,0,0,0
ENSG00000116478,4879,7168,6396,6534,4458,5691
ENSG00000233775,0,0,0,0,3,0
ENSG00000162526,40,65,141,10,28,7
ENSG00000225828,238,328,359,45,57,68
ENSG00000160058,1871,2661,2609,2379,2364,2146
ENSG00000270850,0,0,0,0,0,0
ENSG00000229259,0,0,0,0,0,0
ENSG00000263529,0,0,0,0,0,0
ENSG00000254553,0,0,0,0,0,0
ENSG00000160062,243,448,421,420,451,421
ENSG00000176261,696,672,829,862,697,669
ENSG00000200591,0,0,0,0,1,0
ENSG00000162521,6270,10381,9701,6296,3792,4853
ENSG00000162520,4,0,4,221,258,218
ENSG00000224409,0,0,0,3,3,0
ENSG00000162522,7350,10856,9338,6671,7295,6753
ENSG00000116497,990,1369,1416,963,970,798
ENSG00000160097,15,18,3,6,0,12
ENSG00000121905,0,7,16,2,10,6
ENSG00000121900,2616,3356,2602,2455,2625,2290
ENSG00000221423,0,0,0,0,0,0
ENSG00000236065,0,8,0,0,0,5
ENSG00000142920,61,68,66,119,340,199
ENSG00000116525,318,422,317,422,417,585
ENSG00000160094,502,1127,881,420,498,365
ENSG00000121774,3467,6284,6042,9682,6728,7750
ENSG00000084652,4377,5772,5827,5596,3966,4046
ENSG00000224066,17,3,15,3,18,12
ENSG00000183615,13,31,9,10,11,6
ENSG00000175130,11041,15905,12643,2599,1639,2664
ENSG00000224333,3,3,0,1,0,1
ENSG00000273274,5,5,3,0,3,10
ENSG00000134684,4578,7974,8325,9131,10257,6366
ENSG00000116514,321,442,501,1317,2475,1332
ENSG00000267885,6,0,2,0,0,0
ENSG00000217644,10,0,8,5,0,3
ENSG00000239670,28,22,20,0,5,5
ENSG00000004455,5323,6951,6742,9347,5934,6829
ENSG00000270115,5,14,13,1,0,0
ENSG00000256142,9,3,6,11,8,22
ENSG00000142687,3036,3759,3246,1736,2630,1810
ENSG00000236274,0,0,0,0,0,0
ENSG00000020129,1709,2539,1995,1588,1149,1474
ENSG00000126067,3943,5155,4957,10075,5649,7611
ENSG00000142686,847,966,926,731,476,623
ENSG00000092853,682,1216,959,1602,372,1243
ENSG00000232335,0,4,3,0,0,2
ENSG00000134698,648,928,788,410,860,599
ENSG00000092847,1936,3189,3182,2093,1319,1569
ENSG00000271164,0,0,0,0,0,0
ENSG00000271914,14,24,11,5,4,3
ENSG00000092850,3,3,0,7,0,11
ENSG00000126070,711,1177,1377,834,1103,801
ENSG00000271554,2,0,0,0,0,0
ENSG00000171812,5,0,0,212,606,209
ENSG00000116863,1000,1196,1047,2097,1370,1632
ENSG00000054116,1792,2325,2190,3480,2858,2884
ENSG00000116871,2570,3181,2283,12522,10490,10077
ENSG00000214193,260,453,328,396,1361,814
ENSG00000142694,17,84,58,99,145,158
ENSG00000116883,154,124,144,94,460,245
ENSG00000231849,0,2,3,0,0,0
ENSG00000054118,5650,10194,9066,8824,6087,7500
ENSG00000196182,1566,2551,2391,938,1158,797
ENSG00000181817,1094,1267,1110,1042,617,761
ENSG00000116885,243,309,393,155,160,189
ENSG00000201448,0,1,0,0,0,0
ENSG00000116898,2732,3816,3547,4438,2766,3319
ENSG00000119535,0,0,0,0,0,0
ENSG00000230214,0,0,0,0,0,0
ENSG00000233621,220,157,211,118,170,109
ENSG00000163874,812,647,783,1230,2828,1637
ENSG00000237749,4,5,3,15,7,8
ENSG00000163875,3426,2925,3382,1589,1464,1151
ENSG00000263675,3,3,6,1,3,1
ENSG00000163877,559,754,687,890,607,731
ENSG00000232273,11,1,2,3,3,3
ENSG00000169218,0,0,0,0,0,0
ENSG00000163879,30,10,7,152,147,132
ENSG00000134697,3338,4890,4933,3858,2362,3174
ENSG00000116922,769,1529,1666,968,826,700
ENSG00000183317,271,343,396,0,0,5
ENSG00000200421,0,0,0,0,0,0
ENSG00000238871,0,0,0,0,0,0
ENSG00000214141,0,0,0,0,0,0
ENSG00000227416,0,0,0,0,0,0
ENSG00000185090,574,678,613,81,17,72
ENSG00000233728,0,0,0,0,0,0
ENSG00000134690,1337,2903,2235,2983,1251,1913
ENSG00000197982,737,868,647,1442,834,1033
ENSG00000230610,0,1,0,0,1,0
ENSG00000235673,0,0,0,0,0,0
ENSG00000188786,911,1458,1427,1278,1523,1449
ENSG00000196449,852,1184,1060,1342,1067,1076
ENSG00000230955,0,0,0,0,0,0
ENSG00000204084,419,824,569,346,253,303
ENSG00000252448,0,1,1,0,0,0
ENSG00000222282,0,0,0,0,0,0
ENSG00000215895,21,11,14,116,46,71
ENSG00000183386,31,69,40,1378,959,1220
ENSG00000183520,1496,2035,2031,2619,1245,1902
ENSG00000224592,0,0,0,5,0,0
ENSG00000223589,0,0,0,0,0,0
ENSG00000265596,0,0,0,0,0,0
ENSG00000183431,2980,5061,4905,7002,3290,4571
ENSG00000212541,5,2,1,3,4,7
ENSG00000185668,3,0,2,18,0,7
ENSG00000116954,836,932,976,1625,1912,1602
ENSG00000228436,11,20,19,0,4,7
ENSG00000131233,5,24,16,2,16,9
ENSG00000214114,1088,1418,1415,2155,1368,1525
ENSG00000158315,61,84,57,292,587,310
ENSG00000199963,3,0,0,0,2,0
ENSG00000174574,2711,3473,3277,3367,4136,3203
ENSG00000168653,5041,6484,6721,5603,2548,4567
ENSG00000182109,37,133,161,73,103,76
ENSG00000183682,15,39,39,4,12,8
ENSG00000237624,12,30,7,47,48,25
ENSG00000243970,21,41,34,15,23,27
ENSG00000127603,1357,3334,2486,8649,17003,11433
ENSG00000206654,0,0,0,0,0,0
ENSG00000222378,0,0,0,1,0,0
ENSG00000270040,0,0,0,0,0,0
ENSG00000226438,0,0,0,0,0,0
ENSG00000217897,0,0,1,0,0,1
ENSG00000255103,35,273,205,324,514,466
ENSG00000116983,29,51,29,0,5,0
ENSG00000090621,4196,5926,5388,12333,9315,9200
ENSG00000228060,0,5,4,5,13,9
ENSG00000201457,5,7,8,3,4,4
ENSG00000207356,2,0,0,0,0,0
ENSG00000168389,311,329,250,1628,1864,1893
ENSG00000228477,14,35,17,82,91,83
ENSG00000084072,1236,1741,1859,2385,1855,2030
ENSG00000225333,0,0,0,0,0,0
ENSG00000252413,0,0,0,0,0,0
ENSG00000116985,175,302,178,6,15,20
ENSG00000229213,0,0,0,0,0,0
ENSG00000043514,927,1287,1382,1071,785,828
ENSG00000116990,127,288,211,192,157,185
ENSG00000198754,12,45,13,33,51,23
ENSG00000261798,3,7,3,0,3,0
ENSG00000202222,2,3,0,0,0,0
ENSG00000236546,2,0,0,6,0,9
ENSG00000131236,4745,6121,6485,32245,29128,30067
ENSG00000131238,2851,4135,4183,4809,2882,3697
ENSG00000227311,1,1,3,4,1,1
ENSG00000049089,58,78,82,13,25,24
ENSG00000207508,0,0,0,0,0,0
ENSG00000188800,0,0,0,0,0,0
ENSG00000084073,2237,2636,2736,4566,3275,3457
ENSG00000117000,513,1013,1053,1055,1156,1064
ENSG00000259943,223,325,357,114,154,93
ENSG00000231296,6,6,7,2,10,7
ENSG00000187801,154,374,424,129,246,135
ENSG00000260920,164,254,335,117,189,80
ENSG00000084070,1694,2469,2382,1541,1604,1198
ENSG00000213172,0,0,0,0,0,0
ENSG00000179862,45,78,42,1524,2099,1788
ENSG00000117013,157,287,281,0,0,5
ENSG00000264582,0,0,0,0,0,0
ENSG00000187815,0,14,4,142,173,145
ENSG00000164002,126,218,121,364,236,236
ENSG00000227278,0,0,1,3,0,1
ENSG00000117010,81,116,127,109,46,78
ENSG00000236505,0,0,0,0,0,0
ENSG00000233910,0,0,0,0,0,0
ENSG00000117016,88,207,140,76,121,93
ENSG00000237899,0,0,0,0,0,0
ENSG00000066136,1299,2043,1891,1640,1160,1203
ENSG00000198974,0,0,0,0,0,0
ENSG00000207962,0,0,0,0,0,0
ENSG00000238287,13,11,7,6,0,3
ENSG00000238186,6,5,3,3,5,6
ENSG00000272145,59,101,114,55,67,35
ENSG00000171793,2132,3323,3318,6352,3863,5031
ENSG00000235358,0,0,0,0,0,0
ENSG00000213987,0,0,0,0,0,0
ENSG00000171790,76,132,153,100,116,131
ENSG00000010803,1998,2664,2569,1477,1580,1184
ENSG00000215893,0,3,0,0,0,4
ENSG00000229901,0,0,0,0,0,0
ENSG00000252563,0,0,0,0,0,0
ENSG00000127129,92,67,61,0,0,8
ENSG00000127124,220,297,297,257,210,226
ENSG00000230881,0,0,0,0,0,0
ENSG00000230638,7,7,5,30,62,27
ENSG00000264896,0,0,0,0,0,0
ENSG00000204060,29,105,47,0,0,0
ENSG00000198815,1707,2695,2553,2206,2568,2102
ENSG00000227527,0,33,33,5,0,2
ENSG00000177181,447,1043,1163,0,0,5
ENSG00000235002,0,0,6,0,0,0
ENSG00000225099,1,1,0,3,3,2
ENSG00000164011,267,374,382,288,258,225
ENSG00000164007,4,0,0,0,0,0
ENSG00000117385,836,1015,953,1250,1572,1025
ENSG00000164008,281,326,320,331,308,271
ENSG00000177868,151,188,187,262,301,224
ENSG00000164010,257,314,344,364,831,352
ENSG00000228192,15,4,16,42,22,28
ENSG00000228452,23,26,25,11,7,17
ENSG00000186973,0,0,5,31,35,10
ENSG00000117394,1388,2221,2227,13562,14198,16418
ENSG00000227533,14,13,26,5,8,19
ENSG00000207256,0,0,0,0,0,0
ENSG00000252803,0,0,0,0,0,0
ENSG00000066185,56,81,77,9,12,0
ENSG00000127125,1273,1752,1561,1210,1167,857
ENSG00000186409,68,103,103,24,17,21
ENSG00000230116,0,0,0,0,0,0
ENSG00000236876,0,1,0,17,10,13
ENSG00000200254,0,0,0,0,0,0
ENSG00000236180,0,0,0,0,0,0
ENSG00000171960,696,1243,1402,1640,864,1158
ENSG00000234917,15,15,13,0,0,9
ENSG00000065978,20108,28763,27360,45590,32092,32834
ENSG00000253313,510,484,472,161,249,146
ENSG00000117395,1258,1622,1602,8300,4657,5808
ENSG00000243710,24,26,43,78,88,87
ENSG00000199240,0,1,0,0,0,1
ENSG00000179178,1347,1593,1323,112,53,135
ENSG00000237950,0,16,17,0,0,0
ENSG00000236200,26,63,84,36,28,35
ENSG00000126091,220,274,265,396,606,303
ENSG00000229444,0,0,2,0,0,0
ENSG00000252201,0,0,0,0,0,0
ENSG00000117407,54,93,17,952,2815,984
ENSG00000066135,1740,2628,2869,2290,2974,2018
ENSG00000233674,1,0,0,0,0,1
ENSG00000224751,3,0,1,0,0,0
ENSG00000117408,1825,2216,2169,2024,3047,1866
ENSG00000132768,1298,1749,1958,2077,1042,1512
ENSG00000066056,0,0,5,0,0,0
ENSG00000117400,7,16,15,11,7,10
ENSG00000066322,4306,4350,4395,5973,5765,5121
ENSG00000198198,811,2313,2476,2094,2612,2182
ENSG00000178922,112,62,28,451,208,422
ENSG00000142949,12754,20693,15856,14639,17870,16841
ENSG00000234694,6,16,17,21,33,35
ENSG00000117399,2795,6843,5482,12709,4796,8446
ENSG00000159479,1066,1408,1488,1660,1693,1159
ENSG00000229431,11,13,21,12,41,13
ENSG00000229372,2,1,1,0,2,4
ENSG00000229348,22,10,13,14,0,11
ENSG00000117410,3964,4136,4121,3603,2540,2913
ENSG00000171872,0,0,0,0,0,0
ENSG00000233514,1,0,0,10,3,1
ENSG00000117411,1741,2644,2138,4041,3298,3020
ENSG00000196517,594,1196,1221,376,2464,294
ENSG00000159214,331,434,364,494,552,393
ENSG00000230615,17,11,20,0,0,0
ENSG00000227163,0,0,0,0,0,0
ENSG00000271647,0,2,0,2,0,1
ENSG00000178028,927,1524,1523,1190,1062,1171
ENSG00000117419,1941,2403,2297,2385,1629,1722
ENSG00000233602,0,9,8,1,2,8
ENSG00000252146,0,0,0,0,0,0
ENSG00000264650,0,2,0,0,0,0
ENSG00000234315,0,0,0,0,0,1
ENSG00000162415,86,159,244,8,15,9
ENSG00000221707,0,0,0,0,0,0
ENSG00000132781,674,1411,1327,784,573,563
ENSG00000132773,702,1086,846,1054,422,657
ENSG00000070759,362,419,519,78,150,89
ENSG00000238945,0,0,0,0,0,0
ENSG00000236872,0,1,0,1,1,0
ENSG00000186603,7,20,22,101,28,55
ENSG00000187147,1718,2610,2413,2349,1887,1852
ENSG00000263381,0,0,0,0,0,0
ENSG00000126106,262,414,309,210,342,260
ENSG00000198520,0,14,8,0,0,0
ENSG00000142945,1297,3269,2824,3062,1505,2136
ENSG00000225721,8,16,21,4,12,12
ENSG00000142937,25259,37646,35856,38917,28046,27918
ENSG00000234093,0,7,10,8,2,4
ENSG00000188396,6,19,15,5,97,39
ENSG00000222009,42,57,53,64,288,116
ENSG00000117425,123,160,132,5,8,5
ENSG00000070785,731,928,1012,1602,920,1111
ENSG00000266294,0,0,0,0,0,0
ENSG00000253039,0,0,0,0,0,0
ENSG00000126088,1603,1956,1930,4637,3060,3293
ENSG00000199377,7,0,0,2,4,2
ENSG00000200169,5,2,0,3,0,0
ENSG00000264294,1,1,1,1,1,1
ENSG00000200913,6,5,5,4,12,9
ENSG00000202031,10,10,13,12,8,12
ENSG00000207421,1,1,1,1,1,1
ENSG00000142959,10,16,12,16,14,10
ENSG00000173846,173,199,214,1460,1995,1379
ENSG00000202444,10,2,1,1,1,0
ENSG00000226499,4,4,4,2,1,1
ENSG00000229815,5,0,3,4,0,2
ENSG00000232369,5,6,3,1,1,3
ENSG00000268949,2,11,18,0,0,1
ENSG00000126107,1743,2278,2157,1895,1592,1737
ENSG00000236624,49,146,175,97,84,82
ENSG00000132763,1255,1730,1933,754,304,487
ENSG00000117450,13362,16107,15918,21191,12804,15478
ENSG00000117448,5307,6688,6239,3458,2398,2679
ENSG00000159588,31,41,68,18,63,37
ENSG00000132780,3704,7429,5974,8124,3193,5659
ENSG00000236111,2,3,0,3,1,1
ENSG00000225447,0,1,3,8,5,5
ENSG00000159592,2300,3794,3546,3557,4698,2751
ENSG00000197429,459,810,810,595,528,403
ENSG00000234329,3,20,15,1,19,3
ENSG00000159596,1350,1916,1820,2106,1611,1656
ENSG00000230896,45,52,63,50,42,23
ENSG00000117481,1185,1717,1150,1323,1360,1010
ENSG00000225667,0,0,0,0,0,0
ENSG00000232022,30,47,41,0,0,0
ENSG00000197587,26,135,130,0,0,0
ENSG00000117480,1782,2936,3127,391,498,402
ENSG00000162456,3,0,0,0,0,0
ENSG00000079277,919,1173,1214,1331,1690,1683
ENSG00000269956,6,17,21,10,24,25
ENSG00000142961,151,363,226,809,1350,708
ENSG00000086015,767,1331,1382,1984,2439,1750
ENSG00000232467,0,0,2,0,0,0
ENSG00000117461,2971,4562,4346,627,494,701
ENSG00000226957,0,7,0,0,0,0
ENSG00000233114,0,0,0,0,0,0
ENSG00000117472,614,840,886,9454,9992,9626
ENSG00000250719,0,0,0,0,0,0
ENSG00000085998,3674,4411,4237,4383,4617,3504
ENSG00000171357,0,0,0,156,262,173
ENSG00000085999,610,1496,1284,1154,439,892
ENSG00000227857,19,46,34,0,0,0
ENSG00000132128,2822,4094,3533,4451,4165,4095
ENSG00000173660,7160,9419,9590,6259,4652,4890
ENSG00000154198,5,3,7,0,0,0
ENSG00000238145,0,0,0,1,0,1
ENSG00000142973,13,16,19,19,9,60
ENSG00000162366,60,43,64,167,265,409
ENSG00000162367,3,8,0,0,0,0
ENSG00000226252,0,0,0,0,0,0
ENSG00000225154,0,0,0,1,4,1
ENSG00000186160,11,33,24,0,0,0
ENSG00000162365,0,0,0,0,0,0
ENSG00000225514,0,0,0,0,0,0
ENSG00000225506,6,30,31,7,12,3
ENSG00000224805,10,19,9,0,5,10
ENSG00000123473,761,2007,1435,1512,831,1298
ENSG00000123472,3576,4640,4018,1997,1300,1397
ENSG00000186118,0,0,4,0,0,0
ENSG00000228237,0,0,0,0,3,0
ENSG00000159658,2281,3406,3332,4931,5116,5143
ENSG00000233647,12,0,0,0,0,3
ENSG00000225762,0,3,0,0,0,0
ENSG00000237424,44,50,46,119,89,98
ENSG00000186564,3,24,21,9,20,27
ENSG00000162368,3803,5890,5582,6258,5443,5153
ENSG00000223814,0,0,1,0,0,0
ENSG00000269113,11,33,28,16,21,23
ENSG00000225028,0,3,0,5,0,0
ENSG00000273395,0,1,0,0,1,0
ENSG00000132122,96,138,105,153,274,147
ENSG00000224986,0,0,0,0,0,0
ENSG00000206700,0,0,0,0,0,0
ENSG00000223175,0,0,0,0,0,0
ENSG00000235105,13,41,21,20,8,12
ENSG00000234080,1,1,5,2,1,0
ENSG00000229316,7,0,0,0,0,0
ENSG00000225671,6,3,4,0,0,0
ENSG00000142700,11,26,16,0,0,0
ENSG00000271782,3,3,0,2,2,1
ENSG00000123080,505,1118,863,244,46,134
ENSG00000185104,1202,2038,1978,2724,2147,1944
ENSG00000225767,0,0,0,0,0,0
ENSG00000202140,0,1,0,0,0,0
ENSG00000207194,0,0,0,0,0,0
ENSG00000252825,0,0,0,0,0,0
ENSG00000230585,0,0,1,0,4,5
ENSG00000237130,2,1,3,0,0,0
